,agency_name,agency_status,agency_address,agency_latitude,agency_longitude,latlng,city,GA_state,county,agency_simple
1336,Brooks Financial Associates,OPERATIONAL,"121 South College Street, Statesboro",32.445673,-81.786264,"32.445673,-81.786264",Statesboro,Georgia,Bulloch County,Brooks Financial Associates
1337,South Georgia Gun and Title Pawn,OPERATIONAL,"2823 Northside Drive West, Statesboro",32.4589106,-81.79094090000001,"32.4589106,-81.79094090000001",Statesboro,Georgia,Bulloch County,South Georgia Gun and Title Pawn
1338,Haley Roberts - State Farm Insurance Agent,OPERATIONAL,"815 Love Avenue, Tifton",31.460806199999997,-83.5061489,"31.460806199999997,-83.5061489",Tifton,Georgia,Tift County,Statefarm
1339,Timothy Green: Allstate Insurance,OPERATIONAL,"72 Sloan Street, McDonough",33.4463254,-84.1436897,"33.4463254,-84.1436897",McDonough,Georgia,Henry County,Allstate
1340,Handling Insurance,OPERATIONAL,"2179 Lawrenceville Highway F, Decatur",33.810407500000004,-84.2707502,"33.810407500000004,-84.2707502",Decatur,Georgia,DeKalb County,Handling Insurance
1341,One Beacon Insurance Group,OPERATIONAL,"3555 Koger Boulevard, Duluth",33.948884299999996,-84.1247023,"33.948884299999996,-84.1247023",Duluth,Georgia,Gwinnett County,One Beacon Insurance Group
1342,Northwestern Mutual,OPERATIONAL,"3438 Peachtree Road Northeast, Atlanta",33.852847,-84.36398299999999,"33.852847,-84.36398299999998",Atlanta,Georgia,Fulton County,Northwestern Mutual
1343,Cross Insurance,OPERATIONAL,"1105 10th Avenue #5, Albany",31.599579,-84.176663,"31.599579,-84.17666299999998",Albany,Georgia,Dougherty County,Cross Insurance
1344,First Commerce Credit Union,OPERATIONAL,"301 South Davis Street, Nashville",31.2054577,-83.25085159999999,"31.2054577,-83.25085159999998",Nashville,Georgia,Berrien County,First Commerce Credit Union
1345,Aaa Insurance: Fraizer Shirley,OPERATIONAL,"171 1st Avenue Northeast #330, Cairo",30.877813899999996,-84.20586829999999,"30.877813899999996,-84.20586829999998",Cairo,Georgia,Grady County,Aaa Insurance: Fraizer Shirley
1346,Skinner's Crop Insurance,OPERATIONAL,"65 23rd Street Northeast, Cairo",30.8750516,-84.18104790000001,"30.8750516,-84.18104790000001",Cairo,Georgia,Grady County,Skinner's Crop Insurance
1347,Macintyre & Edwards,OPERATIONAL,"411 Smith Avenue, Thomasville",30.835957500000003,-83.97373890000001,"30.835957500000003,-83.97373890000001",Thomasville,Georgia,Thomas County,Macintyre & Edwards
1348,Aveco of Pooler Insurance,OPERATIONAL,"324 U.S. 80, Pooler",32.1143802,-81.2425587,"32.1143802,-81.24255869999998",Pooler,Georgia,Chatham County,Aveco of Pooler Insurance
1349,Best Buy Insurance,OPERATIONAL,"3937 Bloomfield Road, Macon",32.8167706,-83.69859140000001,"32.8167706,-83.69859140000001",Macon,Georgia,Bibb County,Best Buy Insurance
1350,LTC Financial Partners,OPERATIONAL,"220 Lake Placid Drive, Bonaire",32.5603428,-83.631343,"32.560342799999994,-83.631343",Bonaire,Georgia,Houston County,LTC Financial Partners
1351,Jackie Whitley - COUNTRY Financial representative,OPERATIONAL,"349 Margie Drive Ste 130, Warner Robins",32.6106756,-83.690559,"32.61067559999999,-83.690559",Warner Robins,Georgia,Houston County,Country
1352,Melody Godfrey - COUNTRY Financial Agency Manager,OPERATIONAL,"915 South Greer Street, Cordele",31.959169699999997,-83.75570570000001,"31.959169699999997,-83.75570570000001",Cordele,Georgia,Crisp County,Country
1353,Melody Godfrey - COUNTRY Financial representative,OPERATIONAL,"1301 South Greer Street, Cordele",31.9558885,-83.75558120000001,"31.95588849999999,-83.75558120000001",Cordele,Georgia,Crisp County,Country
1354,Evans Joanna,OPERATIONAL,"141 Georgia 27, Americus",32.0735191,-84.23368359999999,"32.07351909999999,-84.23368359999998",Americus,Georgia,Sumter County,Evans Joanna
1355,Allstate Insurance: Sam Braly,OPERATIONAL,"121 Postelle Street, Cartersville",34.1617307,-84.7898322,"34.1617307,-84.78983219999998",Cartersville,Georgia,Bartow County,Allstate
1356,Button Lewis - State Farm Insurance Agent,OPERATIONAL,"321 North Tennessee Street, Cartersville",34.172209,-84.793051,"34.172209,-84.79305099999998",Cartersville,Georgia,Bartow County,Statefarm
1357,Janet Martin - State Farm Insurance Agent,OPERATIONAL,"700 Douthit Ferry Road #740, Cartersville",34.137690500000005,-84.8202166,"34.137690500000005,-84.8202166",Cartersville,Georgia,Bartow County,Statefarm
1358,Douglas Eubanks - Aflac Insurance Agent,OPERATIONAL,"94 Mission Hills Drive Southwest, Cartersville",34.1702869,-84.8526999,"34.1702869,-84.85269989999998",Cartersville,Georgia,Bartow County,Aflac
1359,Jeff Sims - COUNTRY Financial representative,OPERATIONAL,"1607 Martha Berry Boulevard Northeast Ste A, Rome",34.2731144,-85.182664,"34.2731144,-85.182664",Rome,Georgia,Floyd County,Country
1360,Tommy Adams - State Farm Insurance Agent,OPERATIONAL,"310 Paper Trail Way #110, Canton",34.193971600000005,-84.4464313,"34.193971600000005,-84.4464313",Holly Springs,Georgia,Cherokee County,Statefarm
1361,Georgia School of Insurance,OPERATIONAL,"3760 Sixes Road #126-204, Canton",34.1791677,-84.5491888,"34.1791677,-84.5491888",Canton,Georgia,Cherokee County,Georgia School of Insurance
1362,Maria Bailey - State Farm Insurance Agent,OPERATIONAL,"130 Prominence Point Parkway #120, Canton",34.1917849,-84.5119698,"34.19178490000001,-84.5119698",Canton,Georgia,Cherokee County,Statefarm
1363,Blackwell Agency Inc,OPERATIONAL,"195 West Main Street, Canton",34.236766499999995,-84.4921373,"34.236766499999995,-84.4921373",Canton,Georgia,Cherokee County,Blackwell Agency Inc
1364,Barnes Jerry,OPERATIONAL,"201 South Main Street, Jasper",34.4654123,-84.42860350000001,"34.4654123,-84.42860350000001",Jasper,Georgia,Pickens County,Barnes Jerry
1365,Met Life,OPERATIONAL,"1835 Norman Drive, Valdosta",30.84553,-83.3175494,"30.84553,-83.31754939999998",Valdosta,Georgia,Lowndes County,Met Life
1366,Vetinsure,OPERATIONAL,"330 Research Drive #230, Athens",33.928569,-83.34899300000001,"33.928569,-83.34899300000001",Athens,Georgia,Clarke County,Vetinsure
1367,Georgia Farm Bureau,OPERATIONAL,"4330 Lexington Road, Athens",33.933327399999996,-83.313079,"33.933327399999996,-83.313079",Athens,Georgia,Clarke County,Farm Bureau
1368,JP Johnston - State Farm Insurance Agent,OPERATIONAL,"142 North Gordon Street, Ashburn",31.707192,-83.652693,"31.707191999999992,-83.652693",Ashburn,Georgia,Turner County,Statefarm
1369,R & B Insurance and Tax Solutions,OPERATIONAL,"27 Hill Street, Statesboro",32.450616700000005,-81.7813633,"32.450616700000005,-81.7813633",Statesboro,Georgia,Bulloch County,R & B Insurance and Tax Solutions
1370,Aflac: Zachary Parker,OPERATIONAL,"4676 San Saba Drive, Hahira",30.914825300000004,-83.3388816,"30.914825300000004,-83.3388816",Hahira,Georgia,Lowndes County,Aflac
1371,Kelly Barr - State Farm Insurance Agent,OPERATIONAL,"104 South Church Street, Hahira",30.991298200000003,-83.3727527,"30.99129820000001,-83.37275269999998",Hahira,Georgia,Lowndes County,Statefarm
1372,David Ferguson Agency,OPERATIONAL,"223 North Hamilton Street, Dalton",34.772965899999996,-84.968204,"34.77296589999999,-84.968204",Dalton,Georgia,Whitfield County,David Ferguson Agency
1373,J C Adams Inc - Aflac Insurance Agent,OPERATIONAL,"210 West Cuyler Street, Dalton",34.770037,-84.97009129999999,"34.77003699999999,-84.97009129999998",Dalton,Georgia,Whitfield County,Aflac
1374,Schoenberg Scott,OPERATIONAL,"333 North Point Center East, Alpharetta",34.0485213,-84.2998752,"34.0485213,-84.2998752",Alpharetta,Georgia,Fulton County,Schoenberg Scott
1375,Frontier Adjusters of Columbus,OPERATIONAL,"652 Rogers Church Road, Forsyth",32.9046893,-83.92394870000001,"32.9046893,-83.92394870000001",Forsyth,Georgia,Monroe County,Frontier Adjusters of Columbus
1376,Armtech Crop Insurance Services,OPERATIONAL,"21 Central Street N, Rhine",31.9888984,-83.19977970000001,"31.98889839999999,-83.19977970000001",Rhine,Georgia,Dodge County,Armtech Crop Insurance Services
1377,Griffin Agency,OPERATIONAL,"116 West Central Avenue, Fitzgerald",31.7145271,-83.25526049999999,"31.7145271,-83.25526049999999",Fitzgerald,Georgia,Ben Hill County,Griffin Agency
1378,Rick Nichols Insurance Agency,OPERATIONAL,"785 King George Boulevard # 105, Savannah",31.9880529,-81.2128221,"31.9880529,-81.2128221",Savannah,Georgia,Chatham County,Rick Nichols Insurance Agency
1379,Southern Harvest Insurance,OPERATIONAL,"101 Broad Street, Buena Vista",32.3180007,-84.5183218,"32.318000700000006,-84.5183218",Buena Vista,Georgia,Marion County,Southern Harvest Insurance
1380,Woods Billy,OPERATIONAL,"141 Georgia 27, Americus",32.0735191,-84.23368359999999,"32.07351909999999,-84.23368359999998",Americus,Georgia,Sumter County,Woods Billy
1381,Select Risk Management LLC,OPERATIONAL,"190 Oxford Drive, Richmond Hill",31.893196600000003,-81.26158290000001,"31.893196600000003,-81.26158290000001",Richmond Hill,Georgia,Bryan County,Select Risk Management LLC
1382,Anthony Lucas - COUNTRY Financial representative,OPERATIONAL,"1717 Rice Avenue, Dublin",32.537856500000004,-82.9370261,"32.537856500000004,-82.9370261",Dublin,Georgia,Laurens County,Country
1383,Business Distribution Solutions,OPERATIONAL,"6001 Chatham Center Drive, Savannah",32.0718289,-81.15104620000001,"32.0718289,-81.15104620000001",Savannah,Georgia,Chatham County,Business Distribution Solutions
1384,Georgia Health Insurance,OPERATIONAL,"1 Lanwick Court, Pooler",32.0606724,-81.25800759999998,"32.0606724,-81.25800759999998",Pooler,Georgia,Chatham County,Georgia Health Insurance
1385,Pitts Gin Co Inc,OPERATIONAL,"106 7th Avenue West, Pitts",31.944922299999998,-83.53826049999999,"31.944922299999998,-83.53826049999998",Pitts,Georgia,Wilcox County,Pitts Gin Co Inc
1386,Dennis Pierre American Family Insurance,OPERATIONAL,"2453 Powder Springs Road Southwest, Marietta",33.8724864,-84.62488309999999,"33.8724864,-84.62488309999998",Marietta,Georgia,Cobb County,American Family
1387,Bryant Motors,OPERATIONAL,"3 Dougherty Street, Rome",34.2655715,-85.19814609999999,"34.2655715,-85.19814609999999",Rome,Georgia,Floyd County,Bryant Motors
1388,Celisa Cowart Agency,OPERATIONAL,"6192 Joe Frank Harris Parkway Northwest, Adairsville",34.374246,-84.9301677,"34.374246,-84.93016770000001",Adairsville,Georgia,Bartow County,Celisa Cowart Agency
1389,Farmers Insurance - Chad Carter,OPERATIONAL,"920 Maple Street, Carrollton",33.573449,-85.086205,"33.573449,-85.08620499999998",Carrollton,Georgia,Carroll County,Farmers Insurance - Chad Carter
1390,Farmers Insurance - Christopher Deloach,OPERATIONAL,"604 Alabama, Georgia Avenue South A, Bremen",33.714883,-85.141965,"33.714883,-85.141965",Bremen,Georgia,Haralson County,Farmers Insurance - Christopher Deloach
1391,Franklin Co Farm Bureau,OPERATIONAL,"7664 Stone Bridge Road, Carnesville",34.3649166,-83.2204265,"34.3649166,-83.2204265",Carnesville,Georgia,Franklin County,Farm Bureau
1392,Pachuta Insurance,OPERATIONAL,"1031 Village Drive suite a, Watkinsville",33.873305,-83.436711,"33.873305,-83.436711",Watkinsville,Georgia,Oconee County,Pachuta Insurance
1393,Title Zone,OPERATIONAL,"140 South Broad Street, Monroe",33.7936637,-83.7132015,"33.7936637,-83.7132015",Monroe,Georgia,Walton County,Title Zone
1394,Independent Adjusters Inc,OPERATIONAL,"1511 West 3rd Avenue #105, Albany",31.5911886,-84.18650579999999,"31.5911886,-84.18650579999998",Albany,Georgia,Dougherty County,Independent Adjusters Inc
1395,Bobby Underwood - State Farm Insurance Agent,OPERATIONAL,"2305 Village Green Court, Albany",31.608767200000003,-84.2087141,"31.608767200000003,-84.2087141",Albany,Georgia,Dougherty County,Statefarm
1396,Smitten,OPERATIONAL,"345 Abercorn Street, Savannah",32.0726191,-81.0918863,"32.0726191,-81.0918863",Savannah,Georgia,Chatham County,Smitten
1397,Infinity Auto Insurance,OPERATIONAL,"411 East York Lane, Savannah",32.0761327,-81.08768,"32.0761327,-81.08767999999998",Savannah,Georgia,Chatham County,Infinity Auto Insurance
1398,C I S of Savannah,OPERATIONAL,"24 Drayton Street # 115, Savannah",32.0797516,-81.09016609999999,"32.07975160000001,-81.09016609999998",Savannah,Georgia,Chatham County,C I S of Savannah
1399,Palmer & Cay,OPERATIONAL,"22 Barnard Street #200, Savannah",32.080498999999996,-81.092966,"32.080498999999996,-81.09296599999998",Savannah,Georgia,Chatham County,Palmer & Cay
1400,USI Insurance Services,OPERATIONAL,"7 East Congress Street Ste 1002, Savannah",32.079365,-81.0913683,"32.079365,-81.0913683",Savannah,Georgia,Chatham County,USI Insurance Services
1401,Enroll with Cigna,OPERATIONAL,"113 West Broughton Street, Savannah",32.0791865,-81.0937704,"32.0791865,-81.0937704",Savannah,Georgia,Chatham County,Enroll with Cigna
1402,Hartridge Thomas,OPERATIONAL,"7 East Congress Street Ste 1002, Savannah",32.0794701,-81.09142729999999,"32.0794701,-81.09142729999998",Savannah,Georgia,Chatham County,Hartridge Thomas
1403,McGriff Insurance Services,OPERATIONAL,"1020 Drayton Street Suite 200, Savannah",32.0647217,-81.09578499999999,"32.0647217,-81.09578499999998",Savannah,Georgia,Chatham County,McGriff Insurance Services
1404,Willis Insurance Services of GA Inc,OPERATIONAL,"7 East Congress Street Ste 1002, Savannah",32.0794701,-81.09142729999999,"32.0794701,-81.09142729999998",Savannah,Georgia,Chatham County,Willis Insurance Services of GA Inc
1405,Smith Brian,OPERATIONAL,"200 East Saint Julian Street # 600, Savannah",32.0792937,-81.0884871,"32.07929370000001,-81.0884871",Savannah,Georgia,Chatham County,Smith Brian
1406,State Farm: Declan Finnerty,OPERATIONAL,"513 East Oglethorpe Avenue STE L, Savannah",32.074850899999994,-81.08717270000001,"32.074850899999994,-81.08717270000001",Savannah,Georgia,Chatham County,Statefarm
1407,Cay Insurance Services,OPERATIONAL,"22 Barnard Street, Savannah",32.0804989,-81.0929663,"32.0804989,-81.0929663",Savannah,Georgia,Chatham County,Cay Insurance Services
1408,Daly & Alexander Insurance,OPERATIONAL,"513 East Oglethorpe Avenue, Savannah",32.0750648,-81.08699399999999,"32.0750648,-81.08699399999998",Savannah,Georgia,Chatham County,Daly & Alexander Insurance
1409,Catholic Mutual Group,OPERATIONAL,"601 Liberty Street, Savannah",32.0724437,-81.085984,"32.07244370000001,-81.085984",Savannah,Georgia,Chatham County,Catholic Mutual Group
1410,Savannah - Health Insurance & Medicare Advisors,OPERATIONAL,"2 East Bryan Street 4th Floor, Savannah",32.080351300000004,-81.0912027,"32.080351300000004,-81.0912027",Savannah,Georgia,Chatham County,Savannah - Health Insurance & Medicare Advisors
1411,The Medicare Specialists,OPERATIONAL,"2 East Bryan Street #431-A, Savannah",32.080351300000004,-81.0912027,"32.080351300000004,-81.0912027",Savannah,Georgia,Chatham County,The Medicare Specialists
1412,Covenant Health Insurance,OPERATIONAL,"714 Martin Luther King Junior Boulevard, Savannah",32.068936699999995,-81.1012742,"32.068936699999995,-81.10127419999998",Savannah,Georgia,Chatham County,Covenant Health Insurance
1413,The Insurance Connection,OPERATIONAL,United States,32.1801744,-83.165973,"32.1801744,-83.165973",Eastman,Georgia,Dodge County,The Insurance Connection
1414,Nick Nunn,OPERATIONAL,"105 North 85th Parkway i, Fayetteville",33.484109600000004,-84.43365959999998,"33.484109600000004,-84.43365959999998",Fayetteville,Georgia,Fayette County,Nick Nunn
1415,Zan McBride - State Farm Insurance Agent,OPERATIONAL,"213 Jeff Davis Place Ste 101, Fayetteville",33.4624137,-84.447833,"33.4624137,-84.447833",Fayetteville,Georgia,Fayette County,Statefarm
1416,Judy Yielding - State Farm Insurance Agent,OPERATIONAL,"8224 Georgia 16 W, Monticello",33.3028713,-83.70428309999998,"33.30287130000001,-83.70428309999998",Monticello,Georgia,Jasper County,Statefarm
1417,Jim Dolvin: Allstate Insurance,OPERATIONAL,"1135 Church Street, Covington",33.5958215,-83.8592564,"33.5958215,-83.85925639999998",Covington,Georgia,Newton County,Allstate
1418,Jim Willis - COUNTRY Financial representative,OPERATIONAL,"242 North Jefferson Avenue, Eatonton",33.328369800000004,-83.3896635,"33.328369800000004,-83.3896635",Eatonton,Georgia,Putnam County,Country
1419,Bohn Insurance,OPERATIONAL,"5145 Cook Street Northeast, Covington",33.6010282,-83.84528929999999,"33.6010282,-83.84528929999998",Covington,Georgia,Newton County,Bohn Insurance
1420,Knight and Tabb Insurance Agency,OPERATIONAL,"7145 Floyd Street Northeast, Covington",33.6003577,-83.8385665,"33.6003577,-83.8385665",Covington,Georgia,Newton County,Knight and Tabb Insurance Agency
1421,Smith Insurance,OPERATIONAL,"1123 Church Street # 101, Covington",33.5965249,-83.85915809999999,"33.5965249,-83.85915809999999",Covington,Georgia,Newton County,Smith Insurance
1422,American Insurance Agency Inc.,OPERATIONAL,"8197 Access Road, Covington",33.6080816,-83.8819001,"33.6080816,-83.88190010000002",Covington,Georgia,Newton County,American Insurance Agency Inc.
1423,Farmers Insurance - Robert Stephens,OPERATIONAL,"1108 Conyers Street Southwest Ste 1w, Covington",33.5947838,-83.8596873,"33.5947838,-83.85968729999998",Covington,Georgia,Newton County,Farmers Insurance - Robert Stephens
1424,Bruce Myers: Allstate Insurance,OPERATIONAL,"1253 Washington Road, Thomson",33.4904886,-82.50552859999999,"33.49048859999999,-82.50552859999998",Thomson,Georgia,McDuffie County,Allstate
1425,Acceptance Insurance,OPERATIONAL,"2105 Main Street, East Point",33.697360499999995,-84.4303286,"33.697360499999995,-84.4303286",East Point,Georgia,Fulton County,Acceptance Insurance
1426,Karen Luthman - Aflac Insurance Agent,OPERATIONAL,"3206 Wexford Drive, Albany",31.609879,-84.234085,"31.60987899999999,-84.234085",Albany,Georgia,Dougherty County,Aflac
1427,Hudspeth & Walker Employee Benefits,OPERATIONAL,"6611 Widgeon Drive, Midland",32.5416526,-84.8624453,"32.5416526,-84.86244529999998",Columbus,Georgia,Muscogee County,Hudspeth & Walker Employee Benefits
1428,Richard Hayes - Aflac Insurance Agent,OPERATIONAL,"159 Collis Road Northeast, Eatonton",33.391961,-83.2488235,"33.391961,-83.2488235",Eatonton,Georgia,Putnam County,Aflac
1429,Farmers Insurance - Richard Heebner,OPERATIONAL,"1070 Salem Walk Drive Ste A2, Greensboro",33.463423,-83.2422468,"33.463423,-83.24224679999998",Greensboro,Georgia,Greene County,Farmers Insurance - Richard Heebner
1430,Flynt & Co Insurance,OPERATIONAL,"1001 Founders Row # 101, Greensboro",33.45393,-83.244636,"33.45393000000001,-83.244636",Greensboro,Georgia,Greene County,Flynt & Co Insurance
1431,Bo Trawick - State Farm Insurance Agent,OPERATIONAL,"103 Harmony Crossing #5, Eatonton",33.4233338,-83.2674782,"33.4233338,-83.2674782",Eatonton,Georgia,Putnam County,Statefarm
1432,BluePrint Financial Strategies,OPERATIONAL,"991 Greensboro Road, Eatonton",33.4211859,-83.2698816,"33.4211859,-83.2698816",Eatonton,Georgia,Putnam County,BluePrint Financial Strategies
