agency_name,agency_status,agency_address,agency_latitude,agency_longitude,latlng,city,GA_state,county
Jamie Bragg - State Farm Insurance Agent,OPERATIONAL,"301 Buchanan Street N, Bremen",33.7238345,-85.1479563,"33.723834499999995,-85.14795629999998",Bremen,Georgia,Haralson County
Henry Cowart - State Farm Insurance Agent,OPERATIONAL,"215 West Bankhead Highway c, Villa Rica",33.7330165,-84.922266,"33.7330165,-84.92226600000002",Villa Rica,Georgia,Carroll County
Direct Auto Insurance,OPERATIONAL,"3408 Georgia 38, Blackshear",31.3015899,-82.246667,"31.301589899999996,-82.246667",Blackshear,Georgia,Pierce County
"McQuaig Insurance Agency, Inc.",OPERATIONAL,"993 Yeomans Street, Blackshear",31.294698,-82.255141,"31.294697999999997,-82.25514100000001",Blackshear,Georgia,Pierce County
Stacie Jones - State Farm Insurance Agent,OPERATIONAL,"54 Hatcher Point Road, Waycross",31.2019367,-82.3207734,"31.20193669999999,-82.32077340000001",Waycross,Georgia,Ware County
"Jason Conley - COUNTRY Financial in Waycross, GA",OPERATIONAL,"2450 Memorial Drive, Waycross",31.1957053,-82.321861,"31.1957053,-82.321861",Waycross,Georgia,Ware County
WoodmenLife,OPERATIONAL,"434 Picric Street, Brunswick",31.2222579,-81.5166463,"31.222257899999995,-81.51664629999998",Brunswick,Georgia,Glynn County
Parker Kaufman Insurance,OPERATIONAL,"513 Gloucester Street, Brunswick",31.149482,-81.4943369,"31.149482,-81.49433690000001",Brunswick,Georgia,Glynn County
Heard Dyane,OPERATIONAL,"116 South Hutchinson Avenue, Adel",31.1364331,-83.4234234,"31.13643309999999,-83.42342339999998",Adel,Georgia,Cook County
The Turner-Stone Agency,OPERATIONAL,"108 South Jefferson Street, Nashville",31.2067957,-83.2491589,"31.20679569999999,-83.2491589",Nashville,Georgia,Berrien County
Deborah L. Burger: Allstate Insurance,OPERATIONAL,"3000 Old Alabama Road Ste 103, Alpharetta",34.0222348,-84.272783,"34.0222348,-84.27278299999998",Johns Creek,Georgia,Fulton County
Strategic Comp,OPERATIONAL,"2500 Northwinds Parkway # 350, Alpharetta",34.0602881,-84.2856652,"34.0602881,-84.2856652",Alpharetta,Georgia,Fulton County
Wally Taylor - State Farm Insurance Agent,OPERATIONAL,"885 Honey Creek Road Southeast, Conyers",33.595327,-84.017078,"33.59532699999999,-84.017078",Conyers,Georgia,Rockdale County
Tamara Gatson: Allstate Insurance,OPERATIONAL,"1955 Sigman Road Northwest Ste 108, Conyers",33.686661,-84.0482219,"33.686661,-84.0482219",Conyers,Georgia,Rockdale County
"Keith Curry Agency, LLC American Family Insurance",OPERATIONAL,"2375 Wall Street Southeast, Conyers",33.6264321,-83.9783532,"33.6264321,-83.9783532",Conyers,Georgia,Rockdale County
State Farm Insurance,OPERATIONAL,"104 East 1st Street, Springfield",32.3684709,-81.3114475,"32.36847089999999,-81.3114475",Springfield,Georgia,Effingham County
BB&T Insurance Services,OPERATIONAL,"100 Mary Street, Springfield",32.3650913,-81.3075118,"32.3650913,-81.3075118",Springfield,Georgia,Effingham County
"Alana Fulmer Agency, Inc American Family Insurance",OPERATIONAL,"255 Georgia 74, Peachtree City",33.4057901,-84.5992604,"33.405790100000004,-84.59926039999998",Peachtree City,Georgia,Fayette County
Shugart Sam F,OPERATIONAL,"1704 Gillionville Road, Albany",31.581002,-84.191354,"31.581002,-84.19135399999998",Albany,Georgia,Dougherty County
Georgia Farm Bureau,OPERATIONAL,"1618 Whiddon Mill Road, Tifton",31.4652497,-83.5402016,"31.465249699999998,-83.54020159999999",Tifton,Georgia,Tift County
"Moulton & Hardin, Inc. / M&H OneSource",OPERATIONAL,"1394 South Milledge Avenue, Athens",33.9372578,-83.3850111,"33.9372578,-83.38501110000001",Athens,Georgia,Clarke County
Title Co of Georgia Inc,OPERATIONAL,"1540 Chicks Bridge Road, Social Circle",33.6985381,-83.6799511,"33.6985381,-83.6799511",Social Circle,Georgia,Walton County
Georgia Farm Bur-Mccufie County,OPERATIONAL,"619 Augusta Highway, Thomson",33.4622873,-82.4896372,"33.4622873,-82.48963719999998",Thomson,Georgia,McDuffie County
Shellstone Advisory Group,OPERATIONAL,"316 Railroad Street, Twin City",32.5845853,-82.1515389,"32.5845853,-82.15153889999998",Twin City,Georgia,Emanuel County
Brooks Insurance,OPERATIONAL,"106 East 2nd Street, Vidalia",32.2160611,-82.4126896,"32.216061100000005,-82.4126896",Vidalia,Georgia,Toombs County
Compliance Solutions,OPERATIONAL,"11770 Haynes Bridge Road, Alpharetta",34.0695037,-84.2951511,"34.0695037,-84.2951511",Alpharetta,Georgia,Fulton County
AllState Insurance Agency,OPERATIONAL,"826 Peterson Avenue South, Douglas",31.4986677,-82.8507609,"31.498667699999995,-82.85076090000001",Douglas,Georgia,Coffee County
Allstate Insurance,OPERATIONAL,United States,31.6031957,-81.9003957,"31.6031957,-81.90039569999998",Jesup,Georgia,Wayne County
Brooks Financial Associates,OPERATIONAL,"121 South College Street, Statesboro",32.445673,-81.786264,"32.445673,-81.786264",Statesboro,Georgia,Bulloch County
South Georgia Gun and Title Pawn,OPERATIONAL,"2823 Northside Drive West, Statesboro",32.4589106,-81.7909409,"32.4589106,-81.79094090000001",Statesboro,Georgia,Bulloch County
Haley Roberts - State Farm Insurance Agent,OPERATIONAL,"815 Love Avenue, Tifton",31.4608062,-83.5061489,"31.460806199999997,-83.5061489",Tifton,Georgia,Tift County
Timothy Green: Allstate Insurance,OPERATIONAL,"72 Sloan Street, McDonough",33.4463254,-84.1436897,"33.4463254,-84.1436897",McDonough,Georgia,Henry County
Handling Insurance,OPERATIONAL,"2179 Lawrenceville Highway F, Decatur",33.8104075,-84.2707502,"33.810407500000004,-84.2707502",Decatur,Georgia,DeKalb County
One Beacon Insurance Group,OPERATIONAL,"3555 Koger Boulevard, Duluth",33.9488843,-84.1247023,"33.948884299999996,-84.1247023",Duluth,Georgia,Gwinnett County
Northwestern Mutual,OPERATIONAL,"3438 Peachtree Road Northeast, Atlanta",33.852847,-84.363983,"33.852847,-84.36398299999998",Atlanta,Georgia,Fulton County
Cross Insurance,OPERATIONAL,"1105 10th Avenue #5, Albany",31.599579,-84.176663,"31.599579,-84.17666299999998",Albany,Georgia,Dougherty County
First Commerce Credit Union,OPERATIONAL,"301 South Davis Street, Nashville",31.2054577,-83.2508516,"31.2054577,-83.25085159999998",Nashville,Georgia,Berrien County
Aaa Insurance: Fraizer Shirley,OPERATIONAL,"171 1st Avenue Northeast #330, Cairo",30.8778139,-84.2058683,"30.877813899999996,-84.20586829999998",Cairo,Georgia,Grady County
Skinner's Crop Insurance,OPERATIONAL,"65 23rd Street Northeast, Cairo",30.8750516,-84.1810479,"30.8750516,-84.18104790000001",Cairo,Georgia,Grady County
Macintyre & Edwards,OPERATIONAL,"411 Smith Avenue, Thomasville",30.8359575,-83.9737389,"30.835957500000003,-83.97373890000001",Thomasville,Georgia,Thomas County
Aveco of Pooler Insurance,OPERATIONAL,"324 U.S. 80, Pooler",32.1143802,-81.2425587,"32.1143802,-81.24255869999998",Pooler,Georgia,Chatham County
Best Buy Insurance,OPERATIONAL,"3937 Bloomfield Road, Macon",32.8167706,-83.6985914,"32.8167706,-83.69859140000001",Macon,Georgia,Bibb County
SunTrust,OPERATIONAL,"3625 Pio Nono Avenue, Macon",32.7977611,-83.6663492,"32.7977611,-83.66634920000001",Macon,Georgia,Bibb County
LTC Financial Partners,OPERATIONAL,"220 Lake Placid Drive, Bonaire",32.5603428,-83.631343,"32.560342799999994,-83.631343",Bonaire,Georgia,Houston County
Jackie Whitley - COUNTRY Financial representative,OPERATIONAL,"349 Margie Drive Ste 130, Warner Robins",32.6106756,-83.690559,"32.61067559999999,-83.690559",Warner Robins,Georgia,Houston County
Melody Godfrey - COUNTRY Financial Agency Manager,OPERATIONAL,"915 South Greer Street, Cordele",31.9591697,-83.7557057,"31.959169699999997,-83.75570570000001",Cordele,Georgia,Crisp County
Melody Godfrey - COUNTRY Financial representative,OPERATIONAL,"1301 South Greer Street, Cordele",31.9558885,-83.7555812,"31.95588849999999,-83.75558120000001",Cordele,Georgia,Crisp County
Evans Joanna,OPERATIONAL,"141 Georgia 27, Americus",32.0735191,-84.2336836,"32.07351909999999,-84.23368359999998",Americus,Georgia,Sumter County
Allstate Insurance: Sam Braly,OPERATIONAL,"121 Postelle Street, Cartersville",34.1617307,-84.7898322,"34.1617307,-84.78983219999998",Cartersville,Georgia,Bartow County
Button Lewis - State Farm Insurance Agent,OPERATIONAL,"321 North Tennessee Street, Cartersville",34.172209,-84.793051,"34.172209,-84.79305099999998",Cartersville,Georgia,Bartow County
Janet Martin - State Farm Insurance Agent,OPERATIONAL,"700 Douthit Ferry Road #740, Cartersville",34.1376905,-84.8202166,"34.137690500000005,-84.8202166",Cartersville,Georgia,Bartow County
Douglas Eubanks - Aflac Insurance Agent,OPERATIONAL,"94 Mission Hills Drive Southwest, Cartersville",34.1702869,-84.8526999,"34.1702869,-84.85269989999998",Cartersville,Georgia,Bartow County
Jeff Sims - COUNTRY Financial representative,OPERATIONAL,"1607 Martha Berry Boulevard Northeast Ste A, Rome",34.2731144,-85.182664,"34.2731144,-85.182664",Rome,Georgia,Floyd County
SunTrust,OPERATIONAL,"4422 Hugh Howell Road, Tucker",33.8520093,-84.2059028,"33.8520093,-84.20590279999998",Tucker,Georgia,DeKalb County
BB&T Insurance Services,OPERATIONAL,"211 Virginia Avenue North, Tifton",31.4588167,-83.5264683,"31.4588167,-83.52646829999998",Tifton,Georgia,Tift County
Tommy Adams - State Farm Insurance Agent,OPERATIONAL,"310 Paper Trail Way #110, Canton",34.1939716,-84.4464313,"34.193971600000005,-84.4464313",Holly Springs,Georgia,Cherokee County
Georgia School of Insurance,OPERATIONAL,"3760 Sixes Road #126-204, Canton",34.1791677,-84.5491888,"34.1791677,-84.5491888",Canton,Georgia,Cherokee County
Maria Bailey - State Farm Insurance Agent,OPERATIONAL,"130 Prominence Point Parkway #120, Canton",34.1917849,-84.5119698,"34.19178490000001,-84.5119698",Canton,Georgia,Cherokee County
Blackwell Agency Inc,OPERATIONAL,"195 West Main Street, Canton",34.2367665,-84.4921373,"34.236766499999995,-84.4921373",Canton,Georgia,Cherokee County
Barnes Jerry,OPERATIONAL,"201 South Main Street, Jasper",34.4654123,-84.4286035,"34.4654123,-84.42860350000001",Jasper,Georgia,Pickens County
Met Life,OPERATIONAL,"1835 Norman Drive, Valdosta",30.84553,-83.3175494,"30.84553,-83.31754939999998",Valdosta,Georgia,Lowndes County
Vetinsure,OPERATIONAL,"330 Research Drive #230, Athens",33.928569,-83.348993,"33.928569,-83.34899300000001",Athens,Georgia,Clarke County
Georgia Farm Bureau,OPERATIONAL,"4330 Lexington Road, Athens",33.9333274,-83.313079,"33.933327399999996,-83.313079",Athens,Georgia,Clarke County
JP Johnston - State Farm Insurance Agent,OPERATIONAL,"142 North Gordon Street, Ashburn",31.707192,-83.652693,"31.707191999999992,-83.652693",Ashburn,Georgia,Turner County
R & B Insurance and Tax Solutions,OPERATIONAL,"27 Hill Street, Statesboro",32.4506167,-81.7813633,"32.450616700000005,-81.7813633",Statesboro,Georgia,Bulloch County
Aflac: Zachary Parker,OPERATIONAL,"4676 San Saba Drive, Hahira",30.9148253,-83.3388816,"30.914825300000004,-83.3388816",Hahira,Georgia,Lowndes County
Kelly Barr - State Farm Insurance Agent,OPERATIONAL,"104 South Church Street, Hahira",30.9912982,-83.3727527,"30.99129820000001,-83.37275269999998",Hahira,Georgia,Lowndes County
David Ferguson Agency,OPERATIONAL,"223 North Hamilton Street, Dalton",34.7729659,-84.968204,"34.77296589999999,-84.968204",Dalton,Georgia,Whitfield County
J C Adams Inc - Aflac Insurance Agent,OPERATIONAL,"210 West Cuyler Street, Dalton",34.770037,-84.9700913,"34.77003699999999,-84.97009129999998",Dalton,Georgia,Whitfield County
Schoenberg Scott,OPERATIONAL,"333 North Point Center East, Alpharetta",34.0485213,-84.2998752,"34.0485213,-84.2998752",Alpharetta,Georgia,Fulton County
Frontier Adjusters of Columbus,OPERATIONAL,"652 Rogers Church Road, Forsyth",32.9046893,-83.9239487,"32.9046893,-83.92394870000001",Forsyth,Georgia,Monroe County
Armtech Crop Insurance Services,OPERATIONAL,"21 Central Street N, Rhine",31.9888984,-83.1997797,"31.98889839999999,-83.19977970000001",Rhine,Georgia,Dodge County
Griffin Agency,OPERATIONAL,"116 West Central Avenue, Fitzgerald",31.7145271,-83.2552605,"31.7145271,-83.25526049999999",Fitzgerald,Georgia,Ben Hill County
SunTrust,OPERATIONAL,"326 Mall Boulevard, Savannah",32.0034473,-81.1122325,"32.0034473,-81.11223249999998",Savannah,Georgia,Chatham County
Rick Nichols Insurance Agency,OPERATIONAL,"785 King George Boulevard # 105, Savannah",31.9880529,-81.2128221,"31.9880529,-81.2128221",Savannah,Georgia,Chatham County
Southern Harvest Insurance,OPERATIONAL,"101 Broad Street, Buena Vista",32.3180007,-84.5183218,"32.318000700000006,-84.5183218",Buena Vista,Georgia,Marion County
Woods Billy,OPERATIONAL,"141 Georgia 27, Americus",32.0735191,-84.2336836,"32.07351909999999,-84.23368359999998",Americus,Georgia,Sumter County
Select Risk Management LLC,OPERATIONAL,"190 Oxford Drive, Richmond Hill",31.8931966,-81.2615829,"31.893196600000003,-81.26158290000001",Richmond Hill,Georgia,Bryan County
Anthony Lucas - COUNTRY Financial representative,OPERATIONAL,"1717 Rice Avenue, Dublin",32.5378565,-82.9370261,"32.537856500000004,-82.9370261",Dublin,Georgia,Laurens County
Business Distribution Solutions,OPERATIONAL,"6001 Chatham Center Drive, Savannah",32.0718289,-81.1510462,"32.0718289,-81.15104620000001",Savannah,Georgia,Chatham County
Georgia Health Insurance,OPERATIONAL,"1 Lanwick Court, Pooler",32.0606724,-81.2580076,"32.0606724,-81.25800759999998",Pooler,Georgia,Chatham County
BB&T Insurance Services,OPERATIONAL,"102 Georgia 49 S, Byron",32.6517371,-83.7572199,"32.651737100000005,-83.7572199",Byron,Georgia,Peach County
Pitts Gin Co Inc,OPERATIONAL,"106 7th Avenue West, Pitts",31.9449223,-83.5382605,"31.944922299999998,-83.53826049999998",Pitts,Georgia,Wilcox County
Dennis Pierre American Family Insurance,OPERATIONAL,"2453 Powder Springs Road Southwest, Marietta",33.8724864,-84.6248831,"33.8724864,-84.62488309999998",Marietta,Georgia,Cobb County
Bryant Motors,OPERATIONAL,"3 Dougherty Street, Rome",34.2655715,-85.1981461,"34.2655715,-85.19814609999999",Rome,Georgia,Floyd County
Celisa Cowart Agency,OPERATIONAL,"6192 Joe Frank Harris Parkway Northwest, Adairsville",34.374246,-84.9301677,"34.374246,-84.93016770000001",Adairsville,Georgia,Bartow County
Farmers Insurance - Chad Carter,OPERATIONAL,"920 Maple Street, Carrollton",33.573449,-85.086205,"33.573449,-85.08620499999998",Carrollton,Georgia,Carroll County
Farmers Insurance - Christopher Deloach,OPERATIONAL,"604 Alabama, Georgia Avenue South A, Bremen",33.714883,-85.141965,"33.714883,-85.141965",Bremen,Georgia,Haralson County
Franklin Co Farm Bureau,OPERATIONAL,"7664 Stone Bridge Road, Carnesville",34.3649166,-83.2204265,"34.3649166,-83.2204265",Carnesville,Georgia,Franklin County
Pachuta Insurance,OPERATIONAL,"1031 Village Drive suite a, Watkinsville",33.873305,-83.436711,"33.873305,-83.436711",Watkinsville,Georgia,Oconee County
Title Zone,OPERATIONAL,"140 South Broad Street, Monroe",33.7936637,-83.7132015,"33.7936637,-83.7132015",Monroe,Georgia,Walton County
Independent Adjusters Inc,OPERATIONAL,"1511 West 3rd Avenue #105, Albany",31.5911886,-84.1865058,"31.5911886,-84.18650579999998",Albany,Georgia,Dougherty County
Bobby Underwood - State Farm Insurance Agent,OPERATIONAL,"2305 Village Green Court, Albany",31.6087672,-84.2087141,"31.608767200000003,-84.2087141",Albany,Georgia,Dougherty County
Smitten,OPERATIONAL,"345 Abercorn Street, Savannah",32.0726191,-81.0918863,"32.0726191,-81.0918863",Savannah,Georgia,Chatham County
Infinity Auto Insurance,OPERATIONAL,"411 East York Lane, Savannah",32.0761327,-81.08768,"32.0761327,-81.08767999999998",Savannah,Georgia,Chatham County
C I S of Savannah,OPERATIONAL,"24 Drayton Street # 115, Savannah",32.0797516,-81.0901661,"32.07975160000001,-81.09016609999998",Savannah,Georgia,Chatham County
Palmer & Cay,OPERATIONAL,"22 Barnard Street #200, Savannah",32.080499,-81.092966,"32.080498999999996,-81.09296599999998",Savannah,Georgia,Chatham County
USI Insurance Services,OPERATIONAL,"7 East Congress Street Ste 1002, Savannah",32.079365,-81.0913683,"32.079365,-81.0913683",Savannah,Georgia,Chatham County
BB&T Insurance Services,OPERATIONAL,"7 East Congress Street, Savannah",32.079401,-81.0914613,"32.079401000000004,-81.09146129999998",Savannah,Georgia,Chatham County
Enroll with Cigna,OPERATIONAL,"113 West Broughton Street, Savannah",32.0791865,-81.0937704,"32.0791865,-81.0937704",Savannah,Georgia,Chatham County
Hartridge Thomas,OPERATIONAL,"7 East Congress Street Ste 1002, Savannah",32.0794701,-81.0914273,"32.0794701,-81.09142729999998",Savannah,Georgia,Chatham County
McGriff Insurance Services,OPERATIONAL,"1020 Drayton Street Suite 200, Savannah",32.0647217,-81.095785,"32.0647217,-81.09578499999998",Savannah,Georgia,Chatham County
Willis Insurance Services of GA Inc,OPERATIONAL,"7 East Congress Street Ste 1002, Savannah",32.0794701,-81.0914273,"32.0794701,-81.09142729999998",Savannah,Georgia,Chatham County
Smith Brian,OPERATIONAL,"200 East Saint Julian Street # 600, Savannah",32.0792937,-81.0884871,"32.07929370000001,-81.0884871",Savannah,Georgia,Chatham County
State Farm: Declan Finnerty,OPERATIONAL,"513 East Oglethorpe Avenue STE L, Savannah",32.0748509,-81.0871727,"32.074850899999994,-81.08717270000001",Savannah,Georgia,Chatham County
Cay Insurance Services,OPERATIONAL,"22 Barnard Street, Savannah",32.0804989,-81.0929663,"32.0804989,-81.0929663",Savannah,Georgia,Chatham County
Daly & Alexander Insurance,OPERATIONAL,"513 East Oglethorpe Avenue, Savannah",32.0750648,-81.086994,"32.0750648,-81.08699399999998",Savannah,Georgia,Chatham County
Catholic Mutual Group,OPERATIONAL,"601 Liberty Street, Savannah",32.0724437,-81.085984,"32.07244370000001,-81.085984",Savannah,Georgia,Chatham County
Savannah - Health Insurance & Medicare Advisors,OPERATIONAL,"2 East Bryan Street 4th Floor, Savannah",32.0803513,-81.0912027,"32.080351300000004,-81.0912027",Savannah,Georgia,Chatham County
The Medicare Specialists,OPERATIONAL,"2 East Bryan Street #431-A, Savannah",32.0803513,-81.0912027,"32.080351300000004,-81.0912027",Savannah,Georgia,Chatham County
Covenant Health Insurance,OPERATIONAL,"714 Martin Luther King Junior Boulevard, Savannah",32.0689367,-81.1012742,"32.068936699999995,-81.10127419999998",Savannah,Georgia,Chatham County
The Insurance Connection,OPERATIONAL,United States,32.1801744,-83.165973,"32.1801744,-83.165973",Eastman,Georgia,Dodge County
SunTrust,OPERATIONAL,"1807 Knight Avenue, Waycross",31.206645,-82.331,"31.20664499999999,-82.331",Waycross,Georgia,Ware County
Nick Nunn,OPERATIONAL,"105 North 85th Parkway i, Fayetteville",33.4841096,-84.4336596,"33.484109600000004,-84.43365959999998",Fayetteville,Georgia,Fayette County
Zan McBride - State Farm Insurance Agent,OPERATIONAL,"213 Jeff Davis Place Ste 101, Fayetteville",33.4624137,-84.447833,"33.4624137,-84.447833",Fayetteville,Georgia,Fayette County
Judy Yielding - State Farm Insurance Agent,OPERATIONAL,"8224 Georgia 16 W, Monticello",33.3028713,-83.7042831,"33.30287130000001,-83.70428309999998",Monticello,Georgia,Jasper County
Jim Dolvin: Allstate Insurance,OPERATIONAL,"1135 Church Street, Covington",33.5958215,-83.8592564,"33.5958215,-83.85925639999998",Covington,Georgia,Newton County
